Timestamp,[updated_csc031],[updated_csc009],[updated_csc040],[updated_csc052],[csc043]
0.0,0.461479362252932,0.568044561093932,0.264555612104627,0.77815675094985,0.944668917049584
8.333333333333334,0.20439253432104562,0.10087548642043581,0.05197066880465124,0.1310502649575493,0.08800384893636451
16.666666666666668,0.18365576968118827,0.08797439783766059,0.04485739430951198,0.11218613199790341,0.07620988412995557
25.0,0.17473055531218987,0.0819979171692121,0.04175651582853645,0.1043695448960931,0.0711597126206223
33.333333333333336,0.1692048045744271,0.07858831356854946,0.03997324546222934,0.10001946243665083,0.06828452134619815
41.66666666666667,0.1651269893593883,0.07635765740691475,0.038772384040027696,0.09713097744179544,0.06635719202707828
50.0,0.16185298269729542,0.0747436745436545,0.037880519230340644,0.09499222366812766,0.06492447844265409
140.0,0.1459368117247184,0.06800914995846313,0.03405839688203927,0.08569327609609041,0.058677326138114494
230.0,0.14225772852047988,0.06650425603917115,0.0332123111820459,0.08360718016241594,0.05727299861518202
320.0,0.14129402185552487,0.0661054435511648,0.03299038356535639,0.08305889187459961,0.0569033993191927
410.0,0.14102352378414962,0.0659928365772514,0.0329280366333479,0.08290471660273889,0.05679940041475277
500.0,0.14094501961356118,0.06596007079236585,0.03290993497900954,0.08285993583026363,0.05676918474136915
