Timestamp,[updated_csc031],[M_arg__L_e],[updated_csc009],[M_gua_e],[M_h2s_e],[M_hom__L_e],[M_nh4_e],[M_orn_e],[updated_csc040],[M_4abut_e],[M_asp__L_e],[M_fe3_e],[M_fe3pyovd_kt_e],[M_glu__L_e],[M_pi_e],[M_pydxn_e],[M_s_e],[M_ser__L_e],[M_urea_e],[updated_csc052],[M_gthrd_e],[M_ptrc_e],[csc043],[M_xylan4_e],[M_glyald_e],[M_glyc_e],[M_rib__D_e],[M_lys__L_e],[M_o2_e],[M_ura_e],[M_xyl__D_e],[M_ppap_e]
0.0,0.461479362252932,0.791725038082665,0.568044561093932,0.423654799338905,0.437587211262693,0.89177300078208,0.414661939990524,0.0202183974403257,0.264555612104627,0.963662760501029,0.645894113066656,0.548813503927325,0.639921021327524,0.521848321750072,0.528894919752904,0.870012148246819,0.118274425868933,0.383441518825778,0.978618342232764,0.77815675094985,0.832619845547938,0.544883182996897,0.944668917049584,0.780529176286455,0.715189366372419,0.0871292997015407,0.143353287409046,0.925596638292661,0.602763376071644,0.774233689434217,0.0710360581978869,0.799158564216724
8.333333333333334,0.20439253432104562,0.5786582793309178,0.10087548642043581,0.5644967720243866,0.14010483629445167,1.4145080626574191,1.0497348136871363,0.6269326247339148,0.05197066880465124,1.3875215493924282,0.7957119670700987,0.11315038546988063,0.09692436961864162,0.7908150928163401,0.10321810206435081,1.2156871508062577,0.20750082432460462,0.45937068291056354,0.8596327712416405,0.1310502649575493,0.989712061782685,0.9521797969623121,0.08800384893636451,0.13534094230009858,0.18032844632697714,1.0677690189586893,2.226774228379938,0.2303972657712148,0.10417821624173743,1.1983195832825246,0.30319619083930205,0.10394231164714704
16.666666666666668,0.18365576968118827,0.4996577992047741,0.08797439783766059,0.4783472457127393,0.1222863173349013,1.2372322454463416,0.8815752794957488,0.534081877593143,0.04485739430951198,1.6585856579514617,0.7943796026436236,0.09747309076033703,0.08384773301276474,0.7479866023925955,0.08808250436812157,1.3954213187909277,0.1775117354584768,0.41797202012021806,0.6936496640822546,0.11218613199790341,0.9914017515410931,1.1954976286670487,0.07620988412995557,0.11615097147670687,0.1542616741048113,0.9021453941017519,2.879810488856115,0.20017046825020854,0.09043109030003879,1.177301462639828,0.26319427454739514,0.08905967356629663
25.0,0.17473055531218987,0.46651582309443124,0.0819979171692121,0.44603215811261754,0.11456007089401053,1.1328609337563798,0.8170339842006641,0.4967823602187555,0.04175651582853645,1.8707263788990962,0.7638865050834726,0.09065217403507517,0.07799269391664077,0.6893385604254968,0.08170044015955866,1.5120071707767762,0.1649955382076735,0.3796976831989953,0.6023698640522689,0.1043695448960931,0.964581829394005,1.387149400536267,0.0711597126206223,0.10816355143049093,0.14325213737318093,0.835889671563174,3.132895631927498,0.18714029753875291,0.08414321801202841,1.1189379455116832,0.2465216926917096,0.08255718953914677
33.333333333333336,0.1692048045744271,0.4477186057147833,0.07858831356854946,0.42804031889214567,0.11009433055855282,1.0755610580615733,0.7819991764609066,0.47619254205485617,0.03997324546222934,2.047249432563796,0.7303807596228186,0.08680803403752464,0.07466610759268609,0.6462615888019051,0.07809320500366068,1.5928535793850174,0.15796915138479076,0.3538293471801714,0.5540199967136747,0.10001946243665083,0.9318706120983268,1.5480662229622564,0.06828452134619815,0.10367689573989376,0.13712540941247056,0.7995740801217924,3.214589481894237,0.17968989044573416,0.08058042865894692,1.0630486242851518,0.23744175653048072,0.07892816680976307
41.66666666666667,0.1651269893593883,0.43508359469436275,0.07635765740691475,0.41590282165866094,0.10705523698079389,1.0397734116386386,0.7589551867590257,0.4624815921730897,0.038772384040027696,2.1980326220054267,0.7006527635086224,0.08427332119861625,0.07247802957102963,0.6169883474398599,0.07568886478295661,1.6501580873317694,0.15329714383165072,0.33687840321039275,0.5264939933458812,0.09713097744179544,0.9001892820701763,1.6867374801607526,0.06635719202707828,0.10069396700830492,0.13311384334365417,0.775784155123105,3.2199112686278006,0.17467524283705962,0.07826107260030364,1.017340998205776,0.23116278499846143,0.07659043499441558
50.0,0.16185298269729542,0.42565390175752366,0.0747436745436545,0.40676934719945446,0.10476906054206032,1.014397142454432,0.7419587336265261,0.4522777013645351,0.037880519230340644,2.3285246404127933,0.6759365691830501,0.08241848639695527,0.07088527661531802,0.5966700661793021,0.07391454636702552,1.6907756153413056,0.1498452198529288,0.3253370744518931,0.5090409594047439,0.09499222366812766,0.8716850861996435,1.807732360749715,0.06492447844265409,0.09848801559363835,0.13018833592563767,0.7583623149650017,3.1921422104382042,0.17093491560463533,0.0765888913378171,0.9815243566037852,0.22626679693672958,0.07491764628842931
140.0,0.1459368117247184,0.38424459514011455,0.06800914995846313,0.366020952753438,0.09464022232934827,0.9083860875138194,0.6681854093672337,0.4074537260339848,0.03405839688203927,3.035498331540437,0.5744328251465359,0.07454578056846115,0.06420305389140055,0.5244159213175612,0.06636988794802362,1.7389082328223198,0.13498883119492722,0.28522598012957073,0.44914408645372045,0.08569327609609041,0.7298357509347502,2.4853019221354886,0.058677326138114494,0.08892739288218825,0.11777105232746422,0.6838255764804705,2.8564674780099697,0.15453640679219227,0.0696448146160152,0.8460121313124569,0.20299714484587333,0.0680405950843465
230.0,0.14225772852047988,0.3749254849474566,0.06650425603917115,0.35683041980254776,0.09235533198201969,0.8848967060462194,0.651652508882065,0.3973741977116678,0.0332123111820459,3.2210323759492727,0.5551720904072525,0.07279020272225505,0.06271726850165406,0.5096485247905587,0.06470494045722566,1.6825890393850027,0.13167723407750742,0.27711876029424953,0.43675427866164807,0.08360718016241594,0.7004013524364074,2.677417618239677,0.05727299861518202,0.08678292793195215,0.11499677580369186,0.6671851034334652,2.7673252840072284,0.15084263310586726,0.06809587004368686,0.8200882061225785,0.19765726502890504,0.06651227507682984
320.0,0.14129402185552487,0.37247554867795013,0.0661054435511648,0.3544211527208354,0.09175450467509166,0.8787520417985303,0.6473125033078878,0.3947284516531673,0.03299038356535639,3.2715974387049114,0.5502815516051114,0.07232750790840763,0.0623250962735959,0.5058133645142628,0.06426853211684543,1.6574095638806303,0.13080746731283427,0.27501545392333876,0.43353056802714796,0.08305889187459961,0.6931319371718515,2.7350662620045343,0.0569033993191927,0.08621883301350843,0.11426548577544321,0.6628107455071717,2.7443829473189023,0.14987040659078857,0.067685523956174,0.8134235889583887,0.1962628667454724,0.06610766604943065
410.0,0.14102352378414962,0.3717865647850149,0.0659928365772514,0.3537445798593099,0.09158551745620125,0.8770282718691168,0.6460928732400131,0.3939849796204168,0.0329280366333479,3.2853902049379555,0.54892671015794,0.07219721742711777,0.062214580780807244,0.5047412215570101,0.0641459722401599,1.6489096337298241,0.13056297238762773,0.27442773041557017,0.4326285378054334,0.08290471660273889,0.6911482645703426,2.752929953119822,0.05679940041475277,0.08606014730293798,0.11405954945843397,0.6615805773266309,2.7380042489764147,0.14959683024949944,0.06756967934245121,0.811568250818077,0.19587208896439698,0.06599347795008846
500.0,0.14094501961356118,0.37158643742721403,0.06596007079236585,0.35354818084593836,0.091536429781641,0.8765281085565793,0.6457387221828991,0.39376909829063306,0.03290993497900954,3.289067799086128,0.5485357489605494,0.07215935077717421,0.062182450804404044,0.5044305930880748,0.06411039376480919,1.6462619858114642,0.13049196768346316,0.2742574849412607,0.43236709373650906,0.08285993583026363,0.6905796548446915,2.7586016389854517,0.05676918474136915,0.08601404813985081,0.11399969617058414,0.6612232538036745,2.736160831127911,0.14951734481325224,0.06753597384360836,0.8110317040308226,0.19575875389715425,0.06596025901122364
